Rank,URL,Name,Industry,IncorporationYear,RevenueRsCrore,RevenueChange,NetOperatingIncomeRsCrore,NetOperatingIncomeChange,ProfitRsCrore,ProfitChange,AssetsRsCrore,AssetsChange,NetWorthRsCrore,NetWorthChange,EquityDividendRsCrore,EquityDividendChange,EmployeeCostRsCrore,EmployeeCostChange
128,https://www.fortuneindia.com/fortune-500/company/gmr-infrastructure?year=2017,GMR Infrastructure,infrastructure development,1996,10172.53,16.98,9768.63,18.25,574.59,0,31762.32,34.93,5647.49,13.16,0,0,544.89,7.59
129,https://www.fortuneindia.com/fortune-500/company/nhpc?year=2017,NHPC,power,1975,10150.86,6.51,8623.13,3.22,2310.63,12.67,54923.17,5.23,29014.82,8.3,0,0,1932.7,20.48
130,https://www.fortuneindia.com/fortune-500/company/bajaj-finance?year=2017,Bajaj Finance,non-banking financial services,1987,10006.53,36.45,9984.38,36.8,1836.38,43.62,59696.88,32.24,9600.26,29.27,0,0,931.67,47.97
131,https://www.fortuneindia.com/fortune-500/company/hindustan-construction-company?year=2017,Hindustan Construction Company,engineering & construction,1926,9867.94,12.55,9866.78,15.53,758.02,0,9383.6,3.7,374.27,0,0,0,988.71,2.37
132,https://www.fortuneindia.com/fortune-500/company/federal-bank?year=2017,Federal Bank,banking,1931,9867.04,14.27,8783.27,12.23,866.87,78.21,112958.94,22.16,8946.36,11.01,0,0,1189.34,10.72
133,https://www.fortuneindia.com/fortune-500/company/cadila-healthcare?year=2017,Cadila Healthcare,drugs & pharmaceuticals,1995,9696.9,1.5,9429.5,0.03,1487.7,23.07,12537.3,48.65,6960,22.12,0,0,1500.2,18.71
134,https://www.fortuneindia.com/fortune-500/company/arvind?year=2017,Arvind,textiles & garments,1931,9678.51,17.82,9235.54,15.29,313.84,0.11,6806.37,2.86,3568.17,34.83,0,0,1096.26,22.07
135,https://www.fortuneindia.com/fortune-500/company/nmdc?year=2017,NMDC,metals & mining,1958,9639.44,16.68,8828.14,36.75,2543.86,0.09,23208.92,25.25,22582.21,22.61,1313.02,0,888.75,36.77
136,https://www.fortuneindia.com/fortune-500/company/bombay-burmah-trading-corporation?year=2017,Bombay Burmah Trading Corporation,diversified,1863,9629.6,7.9,9434.12,7.67,435.67,12.8,4814.67,26.46,2334.05,21.98,0,0,467.14,2.6
137,https://www.fortuneindia.com/fortune-500/company/idfc-bank?year=2017,IDFC Bank,banking,2014,9597.38,136.85,8578.28,135.1,1018.68,118.2,105037.34,32.94,14677.33,7.66,0,0,614.96,139.63
138,https://www.fortuneindia.com/fortune-500/company/glenmark-pharmaceuticals?year=2017,Glenmark Pharmaceuticals,drugs & pharmaceuticals,1977,9576.39,24.02,9079.41,20.07,1108.75,49.22,9248.49,20.2,4492.53,23.77,0,0,1640.81,19.05
139,https://www.fortuneindia.com/fortune-500/company/jindal-stainless?year=2017,Jindal Stainless,iron & steel,1980,9535.69,30.93,9278.66,29.89,83.04,0,7847.23,35.43,1813.89,5.94,0,0,154.05,14.67
140,https://www.fortuneindia.com/fortune-500/company/bharat-electronics?year=2017,Bharat Electronics,capital goods,1954,9534.85,16.86,8653.98,17.68,1523.58,13.92,8894.59,12.64,7735.77,16.34,0,0,1559.44,23.06
141,https://www.fortuneindia.com/fortune-500/company/adani-ports-special-economic-zone?year=2017,Adani Ports & Special Economic Zone,infrastructure development,1998,9479.46,20.89,8439.35,18.72,3911.52,35.01,41034.48,10.88,17525.98,29.77,0,0,383.14,38.91
142,https://www.fortuneindia.com/fortune-500/company/godrej-consumer-products?year=2017,Godrej Consumer Products,fmcg,2000,9477.36,10.2,9267.91,10.02,1304.08,57.57,10254.95,41.06,5301.95,24.26,0,0,988.46,4.7
143,https://www.fortuneindia.com/fortune-500/company/dlf?year=2017,DLF,real estate,1963,9469.24,10.64,8221.23,17.17,714.8,133.44,56364.33,8.82,24572.83,2.09,0,0,328.32,4.15
144,https://www.fortuneindia.com/fortune-500/company/nestle-india?year=2017,Nestle India,fmcg,1959,9405.19,13.68,9223.8,12.83,926.54,64.49,5019.06,13.23,3013.7,6.95,607.42,0,1073.36,17.6
145,https://www.fortuneindia.com/fortune-500/company/rain-industries?year=2017,Rain Industries,basic materials,1974,9346.38,9.39,9316.4,8.83,224.73,30.5,11419.47,0.75,3014.35,2.62,33.64,0,970.69,1
146,https://www.fortuneindia.com/fortune-500/company/britannia-industries?year=2017,Britannia Industries,fmcg,1918,9258.83,8.6,9054.09,7.82,884.61,7.28,2856.56,26.54,2696.42,28.91,0,0,352.61,3.3
147,https://www.fortuneindia.com/fortune-500/company/export-import-bank-of-india?year=2017,Export-Import Bank of India,banking,1981,9235.34,5.17,8441.09,1.78,41.21,86.95,108100.9,3.12,12028.02,4.42,0,0,56.39,1.67
148,https://www.fortuneindia.com/fortune-500/company/indian-railway-finance-corporation?year=2017,Indian Railway Finance Corporation,non-banking financial services,1986,9047.66,20.52,9047.38,20.52,933.81,10.03,120146.83,20.7,12009.6,4.2,373.52,0,3,26.65
149,https://www.fortuneindia.com/fortune-500/company/jbf-industries?year=2017,JBF Industries,textiles & garments,1982,9035.51,0.87,8984.95,1.2,390.36,0,13236.47,2.15,2064.03,14.86,8.18,0,261.67,4.79
150,https://www.fortuneindia.com/fortune-500/company/ncc?year=2017,NCC,engineering & construction,1990,9027.49,8.17,9000.57,5.53,31.68,73.69,6620.39,7.57,3447.67,1.64,0,0,459.22,2.39
151,https://www.fortuneindia.com/fortune-500/company/shree-cement?year=2017,Shree Cement,cement,1979,8990.35,9.05,8429.16,14.66,1339.08,12.14,9950.75,15.02,7698,12.45,404.11,0,537.18,8.94
152,https://www.fortuneindia.com/fortune-500/company/pc-jeweller?year=2017,PC Jeweller,gems & jewellery,2005,8977.82,15.75,8474.41,16.04,421.01,5.73,4160.95,22.96,3366.78,44.72,0,0,83.37,14.76
153,https://www.fortuneindia.com/fortune-500/company/united-spirits?year=2017,United Spirits,beer & alcohol,1999,8905.8,4.43,8817.5,3.8,100.1,27.62,5970.9,0.32,1785.6,9.23,0,0,688.2,1.21
154,https://www.fortuneindia.com/fortune-500/company/piramal-enterprises?year=2017,Piramal Enterprises,diversified,1947,8896.86,28.48,8503.65,34.1,1252.33,38.42,45606.06,55.26,14882.57,14.94,0,0,1793.87,6.58
155,https://www.fortuneindia.com/fortune-500/company/punjab-sind-bank?year=2017,Punjab & Sind Bank,banking,1908,8750.97,5.12,8172.87,6.54,201.08,40.15,94641.06,5.41,5269.16,3.97,0,0,990.14,10.75
156,https://www.fortuneindia.com/fortune-500/company/thomas-cook-india?year=2017,Thomas Cook (India),travel services,1978,8682.44,41.02,8588,40.93,38.18,0,3681.89,33.97,1520.8,21.89,0,0,4053.89,20.01
157,https://www.fortuneindia.com/fortune-500/company/abb-india?year=2017,ABB India,capital goods,1949,8647,5.43,8648.37,6.24,376.25,25.47,3938.81,7.6,3282.78,9.12,84.76,0,767.82,2.39
158,https://www.fortuneindia.com/fortune-500/company/alok-industries?year=2017,Alok Industries,textiles & garments,1986,8645.11,30.48,8723.05,32.5,3083.14,0,27221.94,7.59,1646.59,63.49,0,0,329.03,33.72
159,https://www.fortuneindia.com/fortune-500/company/kec-international?year=2017,KEC International,capital goods,2005,8622.34,1.33,8584.4,0.78,304.78,106.11,3726.99,17.76,1586.36,22.94,0,0,732.67,14.62
160,https://www.fortuneindia.com/fortune-500/company/godrej-industries?year=2017,Godrej Industries,diversified,1988,8609.63,10.27,8365.13,12.23,256.45,59.51,12288.13,6.38,3195.62,6.46,0,0,429.21,17.64
161,https://www.fortuneindia.com/fortune-500/company/lt-finance-holdings?year=2017,L&T Finance Holdings,non-banking financial services,2008,8572.31,14.75,8531.58,14.67,1042.19,21.65,70032.84,14.71,7893.94,9.71,0,0,493.52,1.2
162,https://www.fortuneindia.com/fortune-500/company/jsw-energy?year=2017,JSW Energy,power,1994,8484.49,16.55,8263.43,15.89,629.03,56.54,24769.52,0.65,10368.46,6.85,321.85,0,211.77,15.21
163,https://www.fortuneindia.com/fortune-500/company/ilfs-transportation-networks?year=2017,IL&FS Transportation Networks,infrastructure development,2000,8401.62,0.54,7984.42,0.64,149.31,22.43,37422.51,14.01,4184.68,2.74,0,0,522.03,6.37
164,https://www.fortuneindia.com/fortune-500/company/zee-entertainment-enterprises?year=2017,Zee Entertainment Enterprises,media & entertainment,1982,8247.4,34.33,6434.2,10.7,2221.7,169.89,8644,30.85,6656.7,38.57,0,0,604.3,21.2
165,https://www.fortuneindia.com/fortune-500/company/jk-tyre-industries?year=2017,JK Tyre & Industries,tyres & tubes,1951,8055.11,16.46,7689.37,11.47,375.4,19.67,8255.74,63.81,1964.78,12.18,0,0,893.29,14.09
166,https://www.fortuneindia.com/fortune-500/company/national-aluminium-company?year=2017,National Aluminium Company,metals & mining,1981,8047.09,7.52,7543.04,10.65,667.72,15.17,10654.59,21.45,10205.15,22.66,541.22,0,1537.44,9.95
167,https://www.fortuneindia.com/fortune-500/company/bharti-infratel?year=2017,Bharti Infratel,telecommunication,2006,8044.4,11.16,6084.7,9.47,2747,22.23,16402.7,12.86,15499.3,15.04,2773,0,274.6,6.52
168,https://www.fortuneindia.com/fortune-500/company/dabur-india?year=2017,Dabur India,fmcg,1975,8022.81,1.64,7701.44,2.13,1276.94,2.06,5905.02,16.85,4847.39,16.23,477.03,0,765.65,0.54
169,https://www.fortuneindia.com/fortune-500/company/century-textiles-industries?year=2017,Century Textiles & Industries,diversified,1897,7875.56,1.19,7899.29,0.85,104.99,0,8350.16,0.24,2481.86,5,0,0,667.2,3.22
170,https://www.fortuneindia.com/fortune-500/company/jain-irrigation-systems?year=2017,Jain Irrigation Systems,capital goods,1986,7720.37,9.41,7284.75,4.73,169.47,250.14,8427.05,0.13,4157.76,2.3,0,0,738.29,10.79
171,https://www.fortuneindia.com/fortune-500/company/national-fertilizer?year=2017,National Fertilizer,"fert, agro chem",1974,7713.86,4.16,7619.94,1.77,207.92,5.54,8971.71,18.35,1826.64,13.69,0,0,488.08,6.76
172,https://www.fortuneindia.com/fortune-500/company/chambal-fertilisers-chemicals?year=2017,Chambal Fertilisers & Chemicals,"fert, agro chem",1985,7690.56,18.4,7553.45,16.15,362.14,63.89,6669.19,6.25,2123.54,13.75,0,0,141.88,14.95
173,https://www.fortuneindia.com/fortune-500/company/lanco-infratech?year=2017,Lanco Infratech,infrastructure development,1993,7510.07,12.82,7343.69,9.32,2259.97,0,45064.75,1.51,0,0,0,0,335.23,5
174,https://www.fortuneindia.com/fortune-500/company/kalpataru-power-transmission?year=2017,Kalpataru Power Transmission,capital goods,1981,7490.45,6.66,7512.47,4.56,186.46,69.49,6294.2,3.27,2421.58,7.77,0,0,549.83,0.35
175,https://www.fortuneindia.com/fortune-500/company/adani-enterprises?year=2017,Adani Enterprises,wholesale trading,1993,7455.55,1.34,6629.45,2.81,987.74,2.27,37056.89,9.41,14135.97,5.67,0,0,538.94,2.09
176,https://www.fortuneindia.com/fortune-500/company/eicher-motors?year=2017,Eicher Motors,auto,1982,7423.77,69.71,7033.36,70.89,1667.08,86.89,5455.85,46.63,5345.07,46.32,0,0,402.36,72.32
177,https://www.fortuneindia.com/fortune-500/company/jindal-saw?year=2017,Jindal Saw,iron & steel,1984,7394.61,6.13,7094.67,7.89,113.77,0,11760.55,9.22,5386.14,5.15,0,0,778.5,1.37
178,https://www.fortuneindia.com/fortune-500/company/apollo-hospitals-enterprise?year=2017,Apollo Hospitals Enterprise,healthcare,1979,7367.13,15.7,7254.91,16.74,220.99,6.51,7058.89,12.47,3671.35,10.21,3.64,0,1196.5,16.9
179,https://www.fortuneindia.com/fortune-500/company/dalmia-bharat?year=2017,Dalmia Bharat,diversified,2006,7225.92,11.43,7016.13,12.53,344.8,81.46,13955.06,1.98,4964.87,8.18,0,0,609.18,20.56
180,https://www.fortuneindia.com/fortune-500/company/cox-kings?year=2017,Cox & Kings,travel services,1939,7211.08,4.94,7176.29,4.38,146.96,189.98,6905.77,4.32,2588.4,5.58,0,0,745.51,10.21
181,https://www.fortuneindia.com/fortune-500/company/mm-financial-services?year=2017,M&M Financial Services,non-banking financial services,1991,7200.65,9.14,7189.06,9.16,511.64,33.75,48920.11,17.87,6960.16,7.59,0,0,886.64,25.93
182,https://www.fortuneindia.com/fortune-500/company/jammu-and-kashmir-bank?year=2017,Jammu and Kashmir Bank,banking,1938,7183.07,2.3,6685.8,2.31,1632.99,0,79407.91,1.75,5038.08,21.54,0,0,1126.35,9.87
183,https://www.fortuneindia.com/fortune-500/company/jindal-poly-films?year=2017,Jindal Poly Films,packaging,1974,7174.19,1.21,7017.07,2.88,193.4,42.76,5426.47,5.66,2376.49,7.23,0,0,969.91,7.67
184,https://www.fortuneindia.com/fortune-500/company/rashtriya-chemicals-fertilizers?year=2017,Rashtriya Chemicals & Fertilizers,"fert, agro chem",1978,7144.21,16.49,7223.17,12.35,179.25,6.02,5078.41,17.72,2925.04,3.84,0,0,503.64,1.54
185,https://www.fortuneindia.com/fortune-500/company/kwality?year=2017,Kwality,fmcg,1992,7065.19,12.97,6871.79,8.25,194.15,18.41,2791.98,17.56,1117.31,30.9,0,0,40.08,7.14
186,https://www.fortuneindia.com/fortune-500/company/centrum-capital?year=2017,Centrum Capital,diversified,1977,6995.01,74.3,6986.93,74.41,30.01,14.72,888.4,17.39,300.81,5.72,0,0,134.49,78.27
187,https://www.fortuneindia.com/fortune-500/company/welspun-india?year=2017,Welspun India,textiles & garments,1985,6915.47,15.51,6640.54,12.1,357.56,51.45,5979.4,9.67,2397.15,21.68,0,0,637.3,18.75
188,https://www.fortuneindia.com/fortune-500/company/tata-global-beverages?year=2017,Tata Global Beverages,tea & coffee,1962,6912.87,3.2,6779.55,2.15,389.44,0,8187.24,6.56,6243.64,0.29,0,0,834.95,3.71
189,https://www.fortuneindia.com/fortune-500/company/bharat-forge?year=2017,Bharat Forge,auto ancillaries,1961,6693.18,5.53,6396.15,6.07,704.62,3.86,7438.95,6.82,4116.37,20.6,58.2,0,930.92,1.71
190,https://www.fortuneindia.com/fortune-500/company/vardhman-textiles?year=2017,Vardhman Textiles,textiles & garments,1973,6653.47,10.75,6034.27,2.98,981.41,59.69,6654.97,1.56,4273.23,6.83,0,0,478.85,10.39
191,https://www.fortuneindia.com/fortune-500/company/aditya-birla-fashion-retail?year=2017,Aditya Birla Fashion & Retail,retail trade,2007,6638.4,5.37,6602.86,9.43,53.5,0,3156.87,9.74,955.42,5.96,0,0,705.8,13.74
192,https://www.fortuneindia.com/fortune-500/company/edelweiss-financial-services?year=2017,Edelweiss Financial Services,securities trading & broking,1995,6618.84,25.64,6604.31,25.66,609.31,47.04,40014.82,21.63,4329.46,17.81,83.22,0,1102.15,24.94
193,https://www.fortuneindia.com/fortune-500/company/south-indian-bank?year=2017,South Indian Bank,banking,1929,6562.64,8.03,5847.08,5.22,392.5,17.77,72923.73,17.28,4604.65,24.05,0,0,676.52,2.27
194,https://www.fortuneindia.com/fortune-500/company/nbcc-india?year=2017,NBCC (India),engineering & construction,1960,6553.1,5.28,6312.9,8.35,354.72,22.61,1767.27,9.44,1693.84,9.9,0,0,247.47,10.11
195,https://www.fortuneindia.com/fortune-500/company/uflex?year=2017,Uflex,packaging,1988,6543.43,1.64,6504.78,2.19,348.46,11.03,5766.05,2.85,3628.82,5.25,0,0,547.39,10.33
196,https://www.fortuneindia.com/fortune-500/company/zuari-agro-chemicals?year=2017,Zuari Agro Chemicals,"fert, agro chem",2009,6481.79,14.93,6385.46,16.11,52.97,0,6002.9,11.47,1306.49,3.03,0,0,160.51,5.93
197,https://www.fortuneindia.com/fortune-500/company/gujarat-fluorochemicals?year=2017,Gujarat Fluorochemicals,basic materials,1987,6431.23,8.29,6288.4,10.29,88.12,77.93,9176.32,7.07,4518.26,2.73,0,0,334.16,19.92
198,https://www.fortuneindia.com/fortune-500/company/voltas?year=2017,Voltas,diversified,1954,6404.72,9.67,6032.8,5.47,509,31.49,3597.71,12.76,3306.62,17.63,0,0,618.43,2.63
199,https://www.fortuneindia.com/fortune-500/company/karur-vysya-bank?year=2017,Karur Vysya Bank,banking,1916,6404.57,4.14,5622.35,3.29,605.98,6.76,60431.15,5.01,5035.69,10.12,0,0,607.96,11.07
200,https://www.fortuneindia.com/fortune-500/company/havells-india?year=2017,Havells India,consumer durables,1983,6402.74,26.15,6155.76,19.14,494.11,62,3508.73,9.92,3276.82,8.23,187.46,0,509.01,43.19
201,https://www.fortuneindia.com/fortune-500/company/container-corporation-of-india?year=2017,Container Corporation Of India,transport logistics,1988,6349.68,4.74,6040.41,4.86,856.2,11.36,9062.76,6.52,8805.99,6,0,0,188.67,18.91
202,https://www.fortuneindia.com/fortune-500/company/spicejet?year=2017,SpiceJet,airlines services,1984,6342.36,17.32,6191.27,21.68,430.73,4.24,903.17,70.41,609.09,0,0,0,673.54,36.77
203,https://www.fortuneindia.com/fortune-500/company/tata-capital?year=2017,Tata Capital,non-banking financial services,1991,6324.1,25.66,6248.52,25.79,459.54,13.46,51151.58,14.65,4212.28,4.18,0,0,573.79,27.32
204,https://www.fortuneindia.com/fortune-500/company/mphasis?year=2017,Mphasis,infotech,1992,6313.28,0.59,6076.36,0.07,791.58,25.35,6472.84,1.2,6152.4,5.08,505.87,0,3709.56,0.56
205,https://www.fortuneindia.com/fortune-500/company/torrent-pharmaceuticals?year=2017,Torrent Pharmaceuticals,drugs & pharmaceuticals,1972,6219.95,11.9,5856.92,12.41,933.55,46.14,7131.72,16.87,4350.13,24.5,169.22,0,993.41,17.93
206,https://www.fortuneindia.com/fortune-500/company/punj-lloyd?year=2017,Punj Lloyd,engineering & construction,1988,6216.66,32.28,4867.28,9.45,920.05,0,6044.7,8.1,1826.72,0,0,0,578.17,25.26
207,https://www.fortuneindia.com/fortune-500/company/welspun-corp?year=2017,Welspun Corp,iron & steel,1995,6216.57,15.11,5898.71,18.48,26.43,82.59,5166.41,15.4,1809.62,40.95,0,0,430.55,22.79
208,https://www.fortuneindia.com/fortune-500/company/deutsche-bank?year=2017,Deutsche Bank,banking,1994,6122.66,3.54,5000.9,0.88,986.54,16.79,60156.62,6.27,11648.18,0.26,0,0,516.87,9.52
209,https://www.fortuneindia.com/fortune-500/company/alkem-laboratories?year=2017,Alkem Laboratories,drugs & pharmaceuticals,1973,6089.14,15.57,5687.53,15.49,892.03,20.29,5355.79,18.23,4467.64,21.01,0,0,1003.85,16.58
210,https://www.fortuneindia.com/fortune-500/company/dcm-shriram?year=2017,DCM Shriram,diversified,1989,6075.88,0.77,5788.46,0.14,551.68,82.83,3792.25,13.91,2527.73,20.89,94.19,0,532.59,9.21
211,https://www.fortuneindia.com/fortune-500/company/marico?year=2017,Marico,fmcg,1988,6070.77,0.34,5917.79,1.65,798.59,12.24,2593.68,9.17,2325.68,15.28,451.59,0,404.18,8.24
212,https://www.fortuneindia.com/fortune-500/company/jubilant-life-sciences?year=2017,Jubilant Life Sciences,drugs & pharmaceuticals,1978,6001.51,3.42,5861.43,1.95,575.65,46.91,7718.57,1.02,3436.05,15.84,0,0,1230.93,9.41
213,https://www.fortuneindia.com/fortune-500/company/karnataka-bank?year=2017,Karnataka Bank,banking,1924,5994.74,8.3,5185.4,3.87,452.26,8.9,62708.31,13.54,4719.05,27.87,0,0,601.03,35.67
214,https://www.fortuneindia.com/fortune-500/company/irb-infrastructure-developers?year=2017,IRB Infrastructure Developers,infrastructure development,1998,5969.11,13.59,5845.94,14,715.47,11.95,35194.38,14.65,5271.6,9,70.29,0,272.62,10.59
215,https://www.fortuneindia.com/fortune-500/company/cg-power-industrial-solutions?year=2017,CG Power & Industrial Solutions,capital goods,1937,5947.96,5.75,5712.66,8.43,490.86,0,7785.63,11.16,4102.66,10.6,0,0,537.1,4.13
216,https://www.fortuneindia.com/fortune-500/company/muthoot-finance?year=2017,Muthoot Finance,non-banking financial services,1997,5938.39,20.19,5934.98,20.24,1199.79,47.3,29468.33,14.92,6538.04,16.29,239.69,0,764.23,16.89
217,https://www.fortuneindia.com/fortune-500/company/ceat?year=2017,CEAT,tyres & tubes,1958,5860.63,6.12,5766.51,5.16,361.15,17.46,3435.75,22.99,2414.95,17.53,0,0,419.63,5
218,https://www.fortuneindia.com/fortune-500/company/sintex-plastics-technology?year=2017,Sintex Plastics Technology,plastic products,2015,5853.92,0,5810.58,0,420.31,0,7359.42,0,3058.69,0,0,0,740.59,0
219,https://www.fortuneindia.com/fortune-500/company/pidilite-industries?year=2017,Pidilite Industries,fmcg,1969,5765.07,6.39,5616.79,4.77,859.99,7.12,3752.97,34.13,3470.91,31.57,0,0,645.27,12.78
220,https://www.fortuneindia.com/fortune-500/company/simplex-infrastructures?year=2017,Simplex Infrastructures,engineering & construction,1924,5689.39,4.9,5612.49,4.77,136.78,27.1,4866.96,0.82,1532.43,8.69,0,0,515.14,18.5
221,https://www.fortuneindia.com/fortune-500/company/endurance-technologies?year=2017,Endurance Technologies,auto ancillaries,1999,5662.98,6.91,5573.87,6.57,330.31,10.34,2460.12,6.04,1729.33,19.28,5.28,0,547.72,12.67
222,https://www.fortuneindia.com/fortune-500/company/sundaram-finance?year=2017,Sundaram Finance,non-banking financial services,1954,5633.21,11.89,5625,11.89,683.48,17.2,27176.93,9.38,4816.02,14.81,55.55,0,496.12,10.9
